catalogNumber,recordedBy,scientificName,family,institutionCode,continent,country,stateProvince,county,municipality,locality
TULV13739,"W. Devia, J. Adarve, A. Cruz",Sin especificar,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Fenicia,"Corregimiento de Fenicia, Finca la Arizona, Familia Villa López, Transecto 2. (500 m. * 2 m.)"
TULV13790,"W. Devia, J. Adarve, A. Cruz",Sin especificar,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Fenicia,"Corregimiento de Fenicia, Finca la Arizona, Familia Villa López, Transecto 7. (500 m. * 2 m.)"
TULV13818,"W. Devia, J. Adarve, A. Cruz",Persea rigens C.K.Allen,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Fenicia,"Corregimiento de Fenicia, Km. 10 Vereda la Vigoroza."
TULV13899,"W. Devia, J. Adarve, A. Cruz",Persea,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Fenicia,"Corregimiento de Fenicia, Finca La Cumbre, Vereda Miravalle."
TULV13906,"W. Devia, J. Adarve, A. Cruz",Sin especificar,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Fenicia,"Corregimiento de Fenicia, Finca la Arizona, Familia Villa López, Transecto 10. (500 m. * 2 m.)"
TULV13921,"W. Devia, J. Adarve, A. Cruz",Pleurothyrium,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Fenicia,"Corregimiento de Fenicia, Finca la Arizona, Familia Villa López, Transecto 10. (500 m. * 2 m.)"
TULV13993,"W. Devia, C. M. Taylor, A. Cogollo, A. Cruz",Sin especificar,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Córdoba, San Cipriano, Reserva Natural río Escalerete, Región Biogeográfica del Chocó. Montaje parcelas permanentes Investigación-Cuad.:21,  Ind: 399"
TULV14059,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Pleurothyrium,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Portugal de Piedras,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 6, Individuo 204."
TULV14071,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Pleurothyrium,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Portugal de Piedras,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 5, Individuo 162."
TULV14123,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Pleurothyrium,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Portugal de Piedras,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 3, Individuo 94."
TULV14124,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Pleurothyrium,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Portugal de Piedras,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 4, Individuo 138."
TULV14125,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Pleurothyrium,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Portugal de Piedras,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 5, Individuo 152."
TULV14126,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Pleurothyrium,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Portugal de Piedras,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 8, Individuo 289."
TULV14185,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Rhodostemonodaphne,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Portugal de Piedras,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 6, Individuo 203."
TULV14187,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Rhodostemonodaphne,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Portugal de Piedras,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 9, Individuo 318."
TULV14232,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Pleurothyrium,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Portugal de Piedras,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 3, Individuo 91."
TULV14383,"W. Devia, J. Adarve, J.P.Medina, A. Cruz",Sin especificar,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,San José del Palmar,Sin especificar,"Las Amarillas, Finca la Florida, Km 24 vía el Cairo - Río Blanco"
TULV14402,"W. Devia, J. Adarve, J.P.Medina, A. Cruz",Pleurothyrium,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,San José del Palmar,Sin especificar,"Las Amarillas, Finca la Florida, Km 24 vía el Cairo - Río Blanco"
TULV14405,"W. Devia, J. Adarve, J.P.Medina, A. Cruz",Pleurothyrium,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,San José del Palmar,Sin especificar,"Las Amarillas, Finca la Florida, Km 24 vía el Cairo - Río Blanco"
TULV14416,"W. Devia, J. Adarve, J.P.Medina, A. Cruz",Sin especificar,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,San José del Palmar,Sin especificar,"Las Amarillas, Finca la Florida, Km 24 vía el Cairo - Río Blanco"
TULV14424,"W. Devia, J. Adarve, J.P.Medina, A. Cruz",Sin especificar,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,San José del Palmar,Sin especificar,"Las Amarillas, Finca la Florida, Km 24 vía el Cairo - Río Blanco"
TULV14458,"W. Devia, J. Adarve, J.P.Medina, A. Cruz",Persea americana Mill.,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,San José del Palmar,Sin especificar,"Las Amarillas, Finca la Florida, Km 24 vía el Cairo - Río Blanco"
TULV14518,"W. Devia, J. Adarve, J.P.Medina, A. Cruz",Sin especificar,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,San José del Palmar,Sin especificar,"Las Amarillas, Finca la Florida, Km 24 vía el Cairo - Río Blanco"
TULV14629,"W. Devia, J. Adarve, J.P.Medina, A. Cruz",Pleurothyrium,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,San José del Palmar,Sin especificar,"Las Amarillas, Finca la Florida, Km 24 vía el Cairo - Río Blanco"
TULV14647,"W. Devia, J. Adarve, J.P.Medina, A. Cruz",Pleurothyrium,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,San José del Palmar,Sin especificar,"Las Amarillas, Finca la Florida, Km 24 vía el Cairo - Río Blanco"
TULV14708,"W. Devia, J. Adarve, J.P.Medina, A. Cruz",Pleurothyrium,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,San José del Palmar,Sin especificar,"Las Amarillas, Finca la Florida, Km 24 vía el Cairo - Río Blanco"
TULV14805,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Persea caerulea (Ruiz & Pav.) Mez,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Portugal de Piedras,Corregimiento Portugal de Piedras. Reserva Natural de Liverpool. Individuo Fuera del Transecto.
TULV15059,"W. Devia, J. B. Adarve, Salonica Verde",Ocotea,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Fenicia,"Corregimiento Fenicia, La Vigoroza - Finca La Mariela"
TULV15121,W. Devia,Pleurothyrium,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Los Alpes,"Vía La Judea - La Zulia, Vereda Los Alpes"
TULV15769,"W. Devia, J. Adarve & A. Cruz",Persea americana Mill.,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Santuario,Sin especificar,"Planes San Rafael, PPI - IIAP, finca la Cumbre, Quebrada Risaralda, zona amortiguación PNN Tatama"
TULV15816,"W. Devia, J. Adarve. A. Cruz, V. Ledezma",Pleurothyrium,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Santuario,Planes de San Rafael,"Vereda Planes de San Rafael, PNN Tatama, al frente de la Cabaña del parque."
TULV15842,"W. Devia, J. Adarve, A. Cruz",Persea caerulea (Ruiz & Pav.) Mez,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Restrepo,Muñeco,"Corregimiento Muñeco, Valle del Dorado, Finca Gilberto Aristizabal"
TULV15954,"W. Devia, J. Adarve",Persea rigens C.K.Allen,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Santuario,Planes de San Rafael,"Vereda Planes de San Rafael, Finca potrero la carbonera"
TULV15970,"W. Devia, J. Adarve",Persea americana Mill.,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Santuario,Planes de San Rafael,"Vereda Planes de San Rafael, Finca potrero la carbonera"
TULV16110,"W. Devia, J. Adarve",Cordia,BORAGINACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Restrepo,Muñeco,"Corregimiento Muñeco, Valle del Dorado, Finca la Loma, Propietario Gilberto Aristizabal"
TULV16313,"W. Devia, J. Adarve, A. Cruz, I. Devia, M.Rodriguez, C. Narvaez, S. Armero",Persea mutisii Kunth,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Nariño,Pasto,Sin especificar,"Cerro Morasurco, Hacienda Daza, en la vía Pasto - Buesaco, Parcela Permanente de Monitoreo, árbol 48, tramo I, cuadrado 2."
TULV16344,"W. Devia, J. Adarve, A. Cruz, I. Devia, M.Rodriguez, C. Narvaez, S. Armero",Persea mutisii Kunth,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Nariño,Pasto,Sin especificar,"Cerro Morasurco, Hacienda Daza, en la vía Pasto - Buesaco, Parcela Permanente de Monitoreo, árbol 161, tramo I, cuadrado 4."
TULV16483,"W. Devia, J. Adarve, A. Cruz, I.D.Devia, M.Rodriguez, C. Narvaez, S. Armero, J. C. Caicedo",Persea mutisii Kunth,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Nariño,Pasto,Sin especificar,"Jardín Botánico, a 450 m. de Montagas, dirección Norte. Transecto 20, ind 25 Cerro Morasurco."
TULV16484,"W. Devia, J. Adarve, A. Cruz, I.D.Devia, M.Rodriguez, C. Narvaez, S. Armero, J. C. Caicedo",Persea mutisii Kunth,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Nariño,Pasto,Sin especificar,"Janacati, Urdimbre, parte superior. Transecto 30, ind 32. Cerro Morasurco."
TULV16485,"W. Devia, J. Adarve, A. Cruz, I.D.Devia, M.Rodriguez, C. Narvaez, S. Armero, J. C. Caicedo",Persea mutisii Kunth,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Nariño,Pasto,Sin especificar,"PPM  sector C, parte superior, entrada por punto 260E, Transecto 29, individuo 33. Cerro Morasurco."
TULV18224,"J. Adarve, R. Sabogal, B. Restrepo",Persea americana Mill.,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,Tres Esquinas,"Corregimiento Tres Esquinas, granja agroecológica UCEVA"
TULV18774,C. López,Epidendrum,ORCHIDACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,Barragán,"Corregimiento Barragán, Páramo de Paramillo, alto La Italia."
TULV18775,"R. Suárez, E. Bastidas",Nectandra,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Cali,Pance,"Corregimiento de Pance, bosque muy húmedo montano bajo"
TULV18776,"R. Suárez, E. Bastidas",Ocotea,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Cali,Pance,"Corregimiento de Pance, bosque muy húmedo montano bajo"
TULV1209,L. A. Millan,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Andalucía,Altaflor,"Vereda Altaflor, cañada Los Tambores."
TULV1212,L. A. Millan,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Andalucía,Altaflor,"Vereda Altaflor, cañada Los Tambores."
TULV1796,L. E. Forero,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,Palestina,Sin especificar,"Hoya del río San Juan, alrededores de Palestina."
TULV1808,L. E. Forero,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,Palestina,Sin especificar,"Hoya del río San Juan, Quebrada La Serpiente, afluente del río San Juan, al frente de Palestina."
TULV1809,L. E. Forero,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,Palestina,Sin especificar,"Hoya del río San Juan, Quebrada La Serpiente, afluente del río San Juan, al frente de Palestina."
TULV1948,P. Silverstone,Peperomia distachya (L.) A.Dietr.,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Campoalegre,"Vía Campoalegre, Alto Calima, trocha paralela a río Calima, cerca desembocadura río Bravo, bosque secundario."
TULV1969,P. Silverstone,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Campoalegre,"Vereda Campoalegre, Alto Calima, trocha paralela al río Calima, cerca desembocadura río Bravo, bosque secundario."
TULV2028,W. Devia,Hedyosmum bonplandianum Kunth,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Campoalegre,"Vereda Campoalegre, desembocadura río Bravo."
TULV2672,P. Silverstone,Hedyosmum goudotianum Solms,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,San José del Palmar,Sin especificar,"Cerro del Torrá, Vertiente Nororiental, plan grande abajo de la cumbre, en rastrojo tupido."
TULV3146,H. Cuadros,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Toro,Sin especificar,Vía Toro-La Argelia
TULV3247,W. Devia,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,Santa Lucía,"Corregimiento Santa Lucia, finca San Luis, bosque en bocatoma acueducto."
TULV3357,P. Silverstone,Peperomia peltoidea Kunth,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Sevilla,Sin especificar,"Vía Sevilla-Barragán, a 1 Km. de Sevilla."
TULV3363,P. Silverstone,Peperomia dendrophila Schltdl.,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Sevilla,Sin especificar,"Vía Sevilla-Barragán, a 1 Km. de Sevilla."
TULV3417,P. Silverstone,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Sevilla,Sin especificar,"Vía Sevilla-Barragán, a 28 Km. de Sevilla, finca Alsanieves."
TULV3423,P. Silverstone,Peperomia trinervis Ruiz & Pav.,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Sevilla,Sin especificar,"Vía Sevilla-Barragán, a 29 Km. de Sevilla, finca Alsanieves."
TULV4174,P. Silverstone,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buga,Nogales,"Vereda Nogales, El Placer, finca Campoalegre."
TULV4195,P. Silverstone,Peperomia josei Yunck.,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Cartago,Sin especificar,"Modin-Villa Rodas, cima Montechara."
TULV4366,P. Silverstone,Peperomia adscendens C.DC.,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Trujillo,La Débora,"Vereda La Débora, 5 Km. de Venecia, bosque secundario."
TULV4367,P. Silverstone,Peperomia tovariana C.DC.,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Trujillo,La Débora,"Vereda La Débora, 5 Km. de Venecia, bosque secundario."
TULV4445,P. Silverstone,Peperomia glabella (Sw.) A.Dietr.,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,San José del Palmar,Sin especificar,"Cerro del Torrá, Vertiente Nordeste, bosque de neblina 1ø,"
TULV4521,W. Devia,Hedyosmum bonplandianum Kunth,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Yotoco,Sin especificar,"Reserva Natural de Yotoco, CVC-UNAL. Palmira."
TULV4620,W. Devia,Hedyosmum bonplandianum Kunth,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Río Bravo,"Vereda Río Bravo, El Pital, Calima III."
TULV4672,W. Devia,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Sin especificar,"Campamento El Chanco, Proyecto Calima III, CVC"
TULV5693,"W. Devia, F. Prado",Hedyosmum luteynii Todzia,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,Santa Lucía,"Corregimiento Santa Lucia, Hacienda La Cascada, Cerros del Japón."
TULV6542,W. Devia,Hedyosmum bonplandianum Kunth,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Campoalegre,"Corregimiento Campoalegre, La Playa, cañon del río Bravo."
TULV7249,"W. Devia, R. Bernal, F. Prado",Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Sin especificar,"Río Calima, Cusumbo."
TULV7406,"W. Devia, R. Bernal, F. Prado",Hedyosmum scaberrimum Standl.,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Antioquia,Belmira,La Romelia,"Corregimiento La Romelia, Parque Nacional Natural Munchique, vía al Km. 81."
TULV7444,"W. Devia, R. Bernal, F. Prado",Hedyosmum pungens Todzia,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,San Isidro,"Corregimiento San Isidro, Cartón Colombia, frente a Canalete."
TULV7468,"W. Devia, R. Bernal, F. Prado",Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,San Isidro,"Corregimiento San Isidro, Cartón Colombia, frente Hans."
TULV7575,"W. Devia, R. Bernal, E. Linares",Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,San Francisco,"Corregimiento San Francisco, Vereda Calle Larga, río Naya."
TULV8307,O. Marulanda,Hedyosmum goudotianum Solms,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Antioquia,Belmira,Sin especificar,"Sitio Sabanas, camino viejo entre Belmira y Santa Rosa, Vegetación paramuna."
TULV8570,T. B. Croat,Hedyosmum bonplandianum Kunth,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Sin especificar,"Cordillera Occidental, eastern slopes, along highway between Dapa and Loboguerrero at Parque Yotoco,"
TULV8632,P. Silverstone,Peperomia choroniana C.DC.,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,San José del Palmar,Sin especificar,"Cerro del Torrá, vertiente nordeste, bosque de neblina 1°, apr."
TULV8638,T. B. Croat,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Pueblo Rico,Sin especificar,"Along road between Pueblo Rico (Risaralda) and Istmina (Chocó), along Quebrada Antón, 15 Km. W of Santa Cecilia, 6 Km. W of Chocó-Risaralda border, ca. 20 Km. E of Playa del Oro"
TULV8646,T. B. Croat,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Pueblo Rico,Sin especificar,"Along road between Pueblo Rico (Risaralda) and Istmina (Chocó), along Quebrada Antón, 15 Km. W of Santa Cecilia, 6 Km. W of Choco-Risaralda border, ca. 20 Km. E of Playa del Oro,"
TULV8656,T. B. Croat,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Pueblo Rico,Sin especificar,"Along road between Pueblo Rico (Risaralda) and Istmina (Chocó), along Quebrada Antón, 15 Km. W of Santa Cecilia, 6 Km. W of Chocó-Risaralda border, ca. 20 Km. E of Playa del Oro"
TULV8672,T. B. Croat,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Pueblo Rico,Sin especificar,"Along road between Pueblo Rico (Risaralda) and Istmina (Chocó), along Quebrada Antón, 15 Km. W of Santa Cecilia, 6 Km. W of Chocó-Risaralda border, ca. 20 Km. E of Playa del Oro, along stream"
TULV8675,T. B. Croat,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Pueblo Rico,Sin especificar,"Along road between Pueblo Rico (Risaralda) and Istmina (Chocó), along Quebrada Antón, 15 Km. W of Santa Cecilia, 6 Km. W of Chocó-Risaralda border, ca. 20 Km. E of Playa del Oro, along stream"
TULV8687,T. B. Croat,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Pueblo Rico,Sin especificar,"Along road between Pueblo Rico (Risaralda) and Istmina (Chocó), along Quebrada Antón, 15 Km. W of Santa Cecilia, 6 Km. W of Choco-Risaralda border, ca. 20 Km. E of Playa del Oro, along steep trail up hogback ridge beginning at west end of bridge."
TULV8700,T. B. Croat,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Pueblo Rico,Sin especificar,"Along road between Pueblo Rico (Risaralda) and Istmina (Chocó), along Quebrada Antón, 15 Km. W of Santa Cecilia, 6 Km. W of Chocó-Risaralda border, ca. 20 Km. E of Playa del Oro; along steep trail ip hogback ridge beginning at west end of bridge"
TULV8724,T. B. Croat,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Pueblo Rico,Sin especificar,"Along road between Apia and Pueblo Rico, 8 Km. SE of Pueblo Rico, 19 Km. NW of Apia, along banks of rocky stream."
TULV8736,T. B. Croat,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,Sin especificar,"Along road between Tulua and Santa Lucia (vía La Marina, La Moralia, Venus and Montaloro) SE of Tulua, at Hacienda Piedritas, 6.8 Km. S of Monteloro."
TULV8738,T. B. Croat,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,Sin especificar,"Along road between Tulua and Santa Lucia (vía La Marina, La Moralia, Venus and Montaloro) SE of Tulua, at Hacienda Piedritas, 6.8 Km. S of Monteloro."
